,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday,MapB_mix,llin_MapB
146,Gwer East,Oke-Ero,2023,Gwer East,1,1,0.886956522,0.792857143,0.369333536,0.43463817,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
147,Gwer West,Keana,2020,Gwer West,0.642857143,0.352941176,1,0.58125,0.423749809,0.478971197,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
148,Gwer West,Keana,2023,Gwer West,0.642857143,0.352941176,1,0.58125,0.423749809,0.478971197,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
149,Katsina-Ala,Keana,2020,Katsina-Ala,0.924205612,0.732163927,0.553943802,0.648898856,0.338062239,0.408859386,0.53,1,august,223,CM+IPTp+LLINs+IPTi,itn 
150,Katsina-Ala,Keana,2023,Katsina-Ala,0.924205612,0.732163927,0.553943802,0.648898856,0.338062239,0.408859386,0.53,2,august,1318,CM+IPTp+LLINs+IPTi,itn 
151,Konshisha,Oke-Ero,2020,Konshisha,0.444444444,0.218181818,0.36923077,0.424615385,0.393916167,0.45479219,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
152,Konshisha,Oke-Ero,2023,Konshisha,0.444444444,0.218181818,0.36923077,0.424615385,0.393916167,0.45479219,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
153,Logo,Keana,2020,Logo,0.610647703,0.432622464,0.414896969,0.532394123,0.41751013,0.473946946,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
154,Logo,Keana,2023,Logo,0.610647703,0.432622464,0.414896969,0.532394123,0.41751013,0.473946946,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
155,Makurdi,Keana,2020,Makurdi,0.966589358,0.736076833,0.786511544,0.775515317,0.369068798,0.434420372,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
156,Makurdi,Keana,2023,Makurdi,0.966589358,0.736076833,0.786511544,0.775515317,0.369068798,0.434420372,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
157,Ogbadibo,Owan East,2020,Ogbadibo,0.557318098,0.502736003,0.412586323,0.456146924,0.336392711,0.407482111,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
158,Ogbadibo,Owan East,2023,Ogbadibo,0.557318098,0.502736003,0.412586323,0.456146924,0.336392711,0.407482111,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
159,Oju,Oke-Ero,2020,Oju,0.74857695,0.479230969,0.463480729,0.499139003,0.409720848,0.467648858,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
160,Oju,Oke-Ero,2023,Oju,0.74857695,0.479230969,0.463480729,0.499139003,0.409720848,0.467648858,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
161,Okpokwu,Akinyele,2020,Okpokwu,0.581818182,0.16,0.171428572,0.4125,0.347201019,0.416399046,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
162,Okpokwu,Akinyele,2023,Okpokwu,0.581818182,0.16,0.171428572,0.4125,0.347201019,0.416399046,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
163,Oturkpo,Owan East,2020,Oturkpo,0.798605606,0.604978486,0.525328495,0.594166304,0.406479871,0.465020433,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn 
164,Oturkpo,Owan East,2023,Oturkpo,0.798605606,0.604978486,0.525328495,0.594166304,0.406479871,0.465020433,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn 
165,Tarka,Keana,2020,Tarka,1,0.7,0.939130435,0.86,0.339520975,0.410062837,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
166,Tarka,Keana,2023,Tarka,1,0.7,0.939130435,0.86,0.339520975,0.410062837,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
167,Ushongo,Oke-Ero,2020,Ushongo,0.470146681,0.359315966,0.312455578,0.426145735,0.333533837,0.405123965,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
168,Ushongo,Oke-Ero,2023,Ushongo,0.470146681,0.359315966,0.312455578,0.426145735,0.333533837,0.405123965,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
169,Vandeikya,Oke-Ero,2020,Vandeikya,0.69743198,0.584781517,0.453661513,0.550367917,0.384252901,0.446888644,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
170,Vandeikya,Oke-Ero,2023,Vandeikya,0.69743198,0.584781517,0.453661513,0.550367917,0.384252901,0.446888644,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
171,Enugu East,Uzo-Uwani,2020,Enugu East,0.39491259,0.244434204,0.263977483,0.273663484,0.392074002,0.453287726,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
172,Enugu East,Uzo-Uwani,2023,Enugu East,0.39491259,0.244434204,0.263977483,0.273663484,0.392074002,0.453287726,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
173,Damboa,Darazo,2020,Damboa,0.542720521,0.392999612,0.312245575,0.590417818,0.695319136,0.663306114,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
174,Damboa,Darazo,2023,Damboa,0.542720521,0.392999612,0.312245575,0.590417818,0.695319136,0.663306114,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
175,Biase,Ngor-Okpala,2021,Biase,0.579205469,0.631521692,0.571387298,0.660992406,0.42094549,0.476715539,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
176,Biase,Ngor-Okpala,2024,Biase,0.579205469,0.631521692,0.571387298,0.660992406,0.42094549,0.476715539,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
177,Gubio,Gawabawa,2020,Gubio,0.342857143,0.423281573,0.285714286,0.255319148,0.814426994,0.716543356,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
178,Gubio,Gawabawa,2023,Gubio,0.342857143,0.423281573,0.285714286,0.255319148,0.814426994,0.716543356,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
179,Guzamala,Babura,2020,Guzamala,0.861101299,0.781438832,0.76719842,0.85875173,0.777569747,0.701881155,0.53,1,may,131,CM+IPTp+LLINs+SMC,itn 
180,Guzamala,Babura,2023,Guzamala,0.861101299,0.781438832,0.76719842,0.85875173,0.777569747,0.701881155,0.53,2,may,1226,CM+IPTp+LLINs+SMC,itn 
181,Kwaya Kusar,Alkaleri,2020,Kwaya Kusar,0.58144166,0.458086331,0.40628614,0.597026536,0.597977668,0.606689636,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
182,Kwaya Kusar,Alkaleri,2023,Kwaya Kusar,0.58144166,0.458086331,0.40628614,0.597026536,0.597977668,0.606689636,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
183,Enugu North,Uzo-Uwani,2020,Enugu North,0.185660323,0.057970972,0.169744561,0.136450542,0.420714903,0.476529889,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
184,Enugu North,Uzo-Uwani,2023,Enugu North,0.185660323,0.057970972,0.169744561,0.136450542,0.420714903,0.476529889,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
185,Kaga,Darazo,2020,Kaga,0.466666667,0.381818182,0.28,0.463157894,0.674887541,0.65241475,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
186,Kaga,Darazo,2023,Kaga,0.466666667,0.381818182,0.28,0.463157894,0.674887541,0.65241475,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
187,Mafa,Darazo,2020,Mafa,0.542720521,0.392999612,0.312245575,0.590417818,0.71541858,0.673505468,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
188,Mafa,Darazo,2023,Mafa,0.542720521,0.392999612,0.312245575,0.590417818,0.71541858,0.673505468,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
189,Konduga,Darazo,2020,Konduga,0.615384616,0.505263158,0.827586206,0.83773585,0.74032898,0.685445232,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
190,Konduga,Darazo,2023,Konduga,0.615384616,0.505263158,0.827586206,0.83773585,0.74032898,0.685445232,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
191,Bomadi,Isoko South,2022,Bomadi,0.45,0.947368421,0.36,0.364285715,0.197303754,0.29598519,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
192,Bomadi,Isoko South,2025,Bomadi,0.45,0.947368421,0.36,0.364285715,0.197303754,0.29598519,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
193,Magumeri,Gawabawa,2020,Magumeri,0.650276225,0.423281573,0.337285464,0.719428619,0.783011005,0.704144224,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
194,Magumeri,Gawabawa,2023,Magumeri,0.650276225,0.423281573,0.337285464,0.719428619,0.783011005,0.704144224,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
195,Maiduguri,Darazo,2020,Maiduguri,0.5510867,0.555675456,0.338555176,0.532808429,0.77182807,0.699455384,0.53,1,july,186,CM+IPTp+UrbanLLINs+SMC,itn 
196,Maiduguri,Darazo,2023,Maiduguri,0.5510867,0.555675456,0.338555176,0.532808429,0.77182807,0.699455384,0.53,2,july,1281,CM+IPTp+UrbanLLINs+SMC,itn 
197,Shani,Alkaleri,2020,Shani,0.58144166,0.458086331,0.40628614,0.597026536,0.675999756,0.653021266,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
198,Shani,Alkaleri,2023,Shani,0.58144166,0.458086331,0.40628614,0.597026536,0.675999756,0.653021266,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
199,Abi,Obubra,2021,Abi,0.775324596,0.541071355,0.511409423,0.679858585,0.400313882,0.46000802,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
200,Abi,Obubra,2024,Abi,0.775324596,0.541071355,0.511409423,0.679858585,0.400313882,0.46000802,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
201,Marte,Babura,2020,Marte,0.861101299,0.781438832,0.76719842,0.85875173,0.719831894,0.675677048,0.53,1,may,131,CM+IPTp+LLINs+SMC,itn 
202,Marte,Babura,2023,Marte,0.861101299,0.781438832,0.76719842,0.85875173,0.719831894,0.675677048,0.53,2,may,1226,CM+IPTp+LLINs+SMC,itn 
203,Nganzai,Gawabawa,2020,Nganzai,0.650276225,0.423281573,0.337285464,0.719428619,0.772011267,0.699533384,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
204,Nganzai,Gawabawa,2023,Nganzai,0.650276225,0.423281573,0.337285464,0.719428619,0.772011267,0.699533384,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
205,Bekwara,Oke-Ero,2021,Bekwara,0.470146681,0.359315966,0.312455578,0.426145735,0.383264622,0.4460788,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn 
206,Bekwara,Oke-Ero,2024,Bekwara,0.470146681,0.359315966,0.312455578,0.426145735,0.383264622,0.4460788,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn 
207,Enugu South,Uzo-Uwani,2020,Enugu South,0.141078354,0.115953832,0.107393747,0.161841004,0.479661177,0.52292855,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
208,Enugu South,Uzo-Uwani,2023,Enugu South,0.141078354,0.115953832,0.107393747,0.161841004,0.479661177,0.52292855,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
209,Odukpani,Ngor-Okpala,2021,Odukpani,0.409837914,0.252565433,0.058499998,0.370361743,0.447918712,0.498229176,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
210,Odukpani,Ngor-Okpala,2024,Odukpani,0.409837914,0.252565433,0.058499998,0.370361743,0.447918712,0.498229176,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
211,Ogoja,Obubra,2021,Ogoja,0.579363056,0.650246304,0.64,0.555292126,0.439863497,0.491849375,0.53,1,june,527,CM+IPTp+LLINs+SMC,itn 
212,Ogoja,Obubra,2024,Ogoja,0.579363056,0.650246304,0.64,0.555292126,0.439863497,0.491849375,0.53,2,june,1622,CM+IPTp+LLINs+SMC,itn 
213,Yala,Oke-Ero,2021,Yala,0.425741423,0.574074018,0.454483634,0.501719244,0.446939058,0.497455497,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn 
214,Yala,Oke-Ero,2024,Yala,0.425741423,0.574074018,0.454483634,0.501719244,0.446939058,0.497455497,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn 
215,Aniocha North,Uzo-Uwani,2022,Aniocha North,0.545454546,0.771428572,0.690909091,0.588235294,0.369401293,0.434693912,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
216,Aniocha North,Uzo-Uwani,2025,Aniocha North,0.545454546,0.771428572,0.690909091,0.588235294,0.369401293,0.434693912,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
217,Aniocha South,Uzo-Uwani,2022,Aniocha South,0.370889668,0.259967353,0.17990206,0.137489035,0.311595529,0.387055583,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
218,Aniocha South,Uzo-Uwani,2025,Aniocha South,0.370889668,0.259967353,0.17990206,0.137489035,0.311595529,0.387055583,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
219,Ethiope East,Isoko South,2022,Ethiope East,0.085714285,0.187779185,0.062964102,0.095588808,0.209725367,0.305480359,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
220,Ethiope East,Isoko South,2025,Ethiope East,0.085714285,0.187779185,0.062964102,0.095588808,0.209725367,0.305480359,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
221,Ethiope West,Isoko South,2022,Ethiope West,0.24,0.307014227,0.133333333,0.306976744,0.342228555,0.412296673,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
222,Ethiope West,Isoko South,2025,Ethiope West,0.24,0.307014227,0.133333333,0.306976744,0.342228555,0.412296673,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
223,Ika North East,Uzo-Uwani,2022,Ika North East,0.12,0.2,0.192060578,0.046153846,0.388201078,0.450121249,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
224,Ika North East,Uzo-Uwani,2025,Ika North East,0.12,0.2,0.192060578,0.046153846,0.388201078,0.450121249,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
225,Ika South,Uzo-Uwani,2022,Ika South,0.331783877,0.268927518,0.092307692,0.075,0.37137411,0.436316512,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
226,Ika South,Uzo-Uwani,2025,Ika South,0.331783877,0.268927518,0.092307692,0.075,0.37137411,0.436316512,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
227,Isoko North,Isoko South,2022,Isoko North,0.2,0.342857143,0.3,0.171428572,0.19337815,0.293011529,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
228,Isoko North,Isoko South,2025,Isoko North,0.2,0.342857143,0.3,0.171428572,0.19337815,0.293011529,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
229,Isoko South,Isoko South,2022,Isoko South,0.555857897,0.591831504,0.642824333,0.472938172,0.162398226,0.270038761,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
230,Isoko South,Isoko South,2025,Isoko South,0.555857897,0.591831504,0.642824333,0.472938172,0.162398226,0.270038761,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
231,Ndokwa East,Ahoada West,2022,Ndokwa East,0.5,0.36923077,0.257142857,0.44,0.258105917,0.343545804,0.53,1,may,861,CM+IPTp+LLINs+IPTi,itn 
232,Ndokwa East,Ahoada West,2025,Ndokwa East,0.5,0.36923077,0.257142857,0.44,0.258105917,0.343545804,0.53,2,may,1956,CM+IPTp+LLINs+IPTi,itn 
233,Okpe,Isoko South,2022,Okpe,0.4,0.2,0.177777778,0.32,0.176806986,0.280610706,0.53,1,june,892,CM+IPTp+Urban-LLINs+IPTi,itn 
234,Okpe,Isoko South,2025,Okpe,0.4,0.2,0.177777778,0.32,0.176806986,0.280610706,0.53,2,june,1987,CM+IPTp+Urban-LLINs+IPTi,itn 
235,Oshimili North,Uzo-Uwani,2022,Oshimili North,0.331783877,0.268927518,0.192060578,0.226610623,0.34095855,0.41124887,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
236,Oshimili North,Uzo-Uwani,2025,Oshimili North,0.331783877,0.268927518,0.192060578,0.226610623,0.34095855,0.41124887,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
237,Oshimili South,Uzo-Uwani,2022,Oshimili South,0.45,0.533333333,0.2,0.447058824,0.3079518,0.384062211,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
238,Oshimili South,Uzo-Uwani,2025,Oshimili South,0.45,0.533333333,0.2,0.447058824,0.3079518,0.384062211,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
239,Sapele,Isoko South,2022,Sapele,0.402494502,0.261912832,0.32950447,0.419492174,0.293983111,0.37261735,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
240,Sapele,Isoko South,2025,Sapele,0.402494502,0.261912832,0.32950447,0.419492174,0.293983111,0.37261735,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
241,Udu,Isoko South,2022,Udu,0.694736842,0.342857143,0.471428572,0.392727272,0.132665008,0.24889334,0.53,1,june,892,CM+IPTp+Urban-LLINs+IPTi,itn 
242,Udu,Isoko South,2025,Udu,0.694736842,0.342857143,0.471428572,0.392727272,0.132665008,0.24889334,0.53,2,june,1987,CM+IPTp+Urban-LLINs+IPTi,itn 
243,Ughelli North,Isoko South,2022,Ughelli North,0.228217681,0.147795888,0.04731705,0.156061744,0.187814216,0.288820013,0.53,1,june,892,CM+IPTp+Urban-LLINs+IPTi,itn 
244,Ughelli North,Isoko South,2025,Ughelli North,0.228217681,0.147795888,0.04731705,0.156061744,0.187814216,0.288820013,0.53,2,june,1987,CM+IPTp+Urban-LLINs+IPTi,itn 
245,Ukwuani,Uzo-Uwani,2022,Ukwuani,0.32,0.12,0.070588235,0.260869565,0.33569314,0.406905033,0.53,1,june,892,CM+IPTp+LLINs+IPTi,itn 
246,Ukwuani,Uzo-Uwani,2025,Ukwuani,0.32,0.12,0.070588235,0.260869565,0.33569314,0.406905033,0.53,2,june,1987,CM+IPTp+LLINs+IPTi,itn 
247,Uvwie,Isoko South,2022,Uvwie,0.352941176,0.442732156,0.285703889,0.18432698,0.128201894,0.245801456,0.53,1,june,892,CM+IPTp+Urban-LLINs+IPTi,itn 
248,Uvwie,Isoko South,2025,Uvwie,0.352941176,0.442732156,0.285703889,0.18432698,0.128201894,0.245801456,0.53,2,june,1987,CM+IPTp+Urban-LLINs+IPTi,itn 
249,Warri South,Isoko South,2022,Warri South,0.421316444,0.540996326,0.461269824,0.414366714,0.150613557,0.261546529,0.53,1,june,892,CM+IPTp+Urban-LLINs+IPTi,itn 
250,Warri South,Isoko South,2025,Warri South,0.421316444,0.540996326,0.461269824,0.414366714,0.150613557,0.261546529,0.53,2,june,1987,CM+IPTp+Urban-LLINs+IPTi,itn 
251,Akoko-Edo,Owan East,2020,Akoko-Edo,0.484626023,0.278781127,0.473391106,0.599193404,0.304845225,0.381512482,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
252,Akoko-Edo,Owan East,2023,Akoko-Edo,0.484626023,0.278781127,0.473391106,0.599193404,0.304845225,0.381512482,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
253,Egor,Uzo-Uwani,2020,Egor,0.239097718,0.2,0.259136244,0.187631274,0.42209808,0.477643111,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
254,Egor,Uzo-Uwani,2023,Egor,0.239097718,0.2,0.259136244,0.187631274,0.42209808,0.477643111,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
255,Esan North East,Uzo-Uwani,2020,Esan North East,0.32,0.36,0.276923077,0.272727272,0.339061878,0.409684078,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
256,Esan North East,Uzo-Uwani,2023,Esan North East,0.32,0.36,0.276923077,0.272727272,0.339061878,0.409684078,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
257,Esan Central,Owan East,2020,Esan Central,0.666666667,0.75,0.282352942,0.336842105,0.34342137,0.413280793,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
258,Esan Central,Owan East,2023,Esan Central,0.666666667,0.75,0.282352942,0.336842105,0.34342137,0.413280793,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
259,Esan South East,Uzo-Uwani,2020,Esan South East,0.503089106,0.357830282,0.382528463,0.495662447,0.404971726,0.463795838,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
260,Esan South East,Uzo-Uwani,2023,Esan South East,0.503089106,0.357830282,0.382528463,0.495662447,0.404971726,0.463795838,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
261,Esan West,Uzo-Uwani,2020,Esan West,0.4,0.48,0.72,0.291891892,0.366421113,0.432241487,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
262,Esan West,Uzo-Uwani,2023,Esan West,0.4,0.48,0.72,0.291891892,0.366421113,0.432241487,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
263,Etsako Central,Owan East,2020,Etsako Central,0.3,0.16,0.469565218,0.192857143,0.300181787,0.377689484,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
264,Etsako Central,Owan East,2023,Etsako Central,0.3,0.16,0.469565218,0.192857143,0.300181787,0.377689484,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
265,Etsako East,Owan East,2020,Etsako East,0.267424012,0.042097475,0.098715821,0.263192386,0.314825995,0.389711717,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
266,Etsako East,Owan East,2023,Etsako East,0.267424012,0.042097475,0.098715821,0.263192386,0.314825995,0.389711717,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
267,Etsako West,Owan East,2020,Etsako West,0.188161468,0.056915725,0.047881546,0.110155571,0.290127246,0.36946828,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
268,Etsako West,Owan East,2023,Etsako West,0.188161468,0.056915725,0.047881546,0.110155571,0.290127246,0.36946828,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
269,Igueben,Uzo-Uwani,2020,Igueben,0.295470338,0.18690541,0.382773018,0.375250022,0.415233246,0.472108841,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
270,Igueben,Uzo-Uwani,2023,Igueben,0.295470338,0.18690541,0.382773018,0.375250022,0.415233246,0.472108841,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
271,Ikpoba-Okha,Uzo-Uwani,2020,Ikpoba-Okha,0.384785248,0.380477755,0.583932505,0.490864148,0.323305427,0.396692086,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
272,Ikpoba-Okha,Uzo-Uwani,2023,Ikpoba-Okha,0.384785248,0.380477755,0.583932505,0.490864148,0.323305427,0.396692086,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
273,Aninri,Oru West,2020,Aninri,0.499028341,0.603212731,0.217801049,0.455423477,0.430439768,0.484335586,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
274,Aninri,Oru West,2023,Aninri,0.499028341,0.603212731,0.217801049,0.455423477,0.430439768,0.484335586,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
275,Oredo,Uzo-Uwani,2020,Oredo,0.490329067,0.389054707,0.274640128,0.382181161,0.382076571,0.445104909,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
276,Oredo,Uzo-Uwani,2023,Oredo,0.490329067,0.389054707,0.274640128,0.382181161,0.382076571,0.445104909,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
277,Orhionmwon,Uzo-Uwani,2020,Orhionmwon,0.302140092,0.355640022,0.330547672,0.290442073,0.335936711,0.407105953,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
278,Orhionmwon,Uzo-Uwani,2023,Orhionmwon,0.302140092,0.355640022,0.330547672,0.290442073,0.335936711,0.407105953,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
279,Ovia North East,Owan East,2020,Ovia North East,0.436363637,0.36,0.2,0.45,0.337624396,0.408498179,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
280,Ovia North East,Owan East,2023,Ovia North East,0.436363637,0.36,0.2,0.45,0.337624396,0.408498179,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
281,Ovia South West,Akinyele,2020,Ovia South West,0.757377138,0.461538476,0.619354883,0.62258062,0.363545715,0.429873962,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
282,Ovia South West,Akinyele,2023,Ovia South West,0.757377138,0.461538476,0.619354883,0.62258062,0.363545715,0.429873962,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
283,Owan East,Owan East,2020,Owan East,0.444444444,0.3,0.3,0.446511628,0.315089802,0.389928709,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
284,Owan East,Owan East,2023,Owan East,0.444444444,0.3,0.3,0.446511628,0.315089802,0.389928709,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
285,Owan West,Owan East,2020,Owan West,0.182329973,0.166659566,0.256812683,0.465122251,0.389346565,0.451058274,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
286,Owan West,Owan East,2023,Owan West,0.182329973,0.166659566,0.256812683,0.465122251,0.389346565,0.451058274,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
287,Uhunmwonde,Owan East,2020,Uhunmwonde,0.269933117,0.19447774,0.20143469,0.340507813,0.3888156,0.450623986,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
288,Uhunmwonde,Owan East,2023,Uhunmwonde,0.269933117,0.19447774,0.20143469,0.340507813,0.3888156,0.450623986,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
289,Ado Ekiti,Owan East,2020,Ado Ekiti,0.369185758,0.320151242,0.361948968,0.301585159,0.357399296,0.424809523,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
290,Ado Ekiti,Owan East,2023,Ado Ekiti,0.369185758,0.320151242,0.361948968,0.301585159,0.357399296,0.424809523,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
291,Efon-Alayee,Oke-Ero,2020,Efon-Alayee,0.251162791,0.45,0.2,0.270588235,0.32342441,0.396790109,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
292,Efon-Alayee,Oke-Ero,2023,Efon-Alayee,0.251162791,0.45,0.2,0.270588235,0.32342441,0.396790109,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
293,Ekiti East,Oke-Ero,2020,Ekiti East,0.3,0.359315966,0.15,0.226415094,0.342294717,0.412351259,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
294,Ekiti East,Oke-Ero,2023,Ekiti East,0.3,0.359315966,0.15,0.226415094,0.342294717,0.412351259,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
295,Ekiti South West,Oke-Ero,2020,Ekiti South West,0.325992768,0.319480511,0.325450894,0.306928397,0.434979733,0.487961894,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
296,Ekiti South West,Oke-Ero,2023,Ekiti South West,0.325992768,0.319480511,0.325450894,0.306928397,0.434979733,0.487961894,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
