,DS,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
375,Rimin Gado,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
376,Bindawa,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333
377,Rogo,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818
378,Shanono,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
379,Sumaila,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
380,Takali,0.580735062,0.580735062,0.580735062,0.580735062,0.580735062,0.580735062,0.580735062,0.580735062,0.580735062,0.580735062,0.580735062
381,Tarauni,0.96260869,0.96260869,0.96260869,0.96260869,0.96260869,0.96260869,0.96260869,0.96260869,0.96260869,0.96260869,0.96260869
382,Tudun Wada,0.418708824,0.418708824,0.418708824,0.418708824,0.418708824,0.418708824,0.418708824,0.418708824,0.418708824,0.418708824,0.418708824
383,Ungogo,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134
384,Warawa,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154
385,Wudil,0.708333333,0.708333333,0.708333333,0.708333333,0.708333333,0.708333333,0.708333333,0.708333333,0.708333333,0.708333333,0.708333333
386,Daura,0.56387577,0.56387577,0.56387577,0.56387577,0.56387577,0.56387577,0.56387577,0.56387577,0.56387577,0.56387577,0.56387577
387,Bakori,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259
388,Batagarawa,0.385700844,0.385700844,0.385700844,0.385700844,0.385700844,0.385700844,0.385700844,0.385700844,0.385700844,0.385700844,0.385700844
389,Batsari,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
390,Charanchi,0.208333333,0.208333333,0.208333333,0.208333333,0.208333333,0.208333333,0.208333333,0.208333333,0.208333333,0.208333333,0.208333333
391,Dan Musa,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667
392,Dandume,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
393,Danja,0.633333333,0.633333333,0.633333333,0.633333333,0.633333333,0.633333333,0.633333333,0.633333333,0.633333333,0.633333333,0.633333333
394,Dutsin-Ma,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
395,Faskari,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667
396,Funtua,0.573568066,0.573568066,0.573568066,0.573568066,0.573568066,0.573568066,0.573568066,0.573568066,0.573568066,0.573568066,0.573568066
397,Asa,0.588235294,0.588235294,0.588235294,0.588235294,0.588235294,0.588235294,0.588235294,0.588235294,0.588235294,0.588235294,0.588235294
398,Ingawa,0.161290323,0.161290323,0.161290323,0.161290323,0.161290323,0.161290323,0.161290323,0.161290323,0.161290323,0.161290323,0.161290323
399,Kafur,0.448726823,0.448726823,0.448726823,0.448726823,0.448726823,0.448726823,0.448726823,0.448726823,0.448726823,0.448726823,0.448726823
400,Kankara,0.722222222,0.722222222,0.722222222,0.722222222,0.722222222,0.722222222,0.722222222,0.722222222,0.722222222,0.722222222,0.722222222
401,Kankia,0.538461538,0.538461538,0.538461538,0.538461538,0.538461538,0.538461538,0.538461538,0.538461538,0.538461538,0.538461538,0.538461538
402,Katsina,0.740647119,0.740647119,0.740647119,0.740647119,0.740647119,0.740647119,0.740647119,0.740647119,0.740647119,0.740647119,0.740647119
403,Kurfi,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
404,Kusada,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222
405,Malumfashi,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263
406,Mani,0.339094827,0.339094827,0.339094827,0.339094827,0.339094827,0.339094827,0.339094827,0.339094827,0.339094827,0.339094827,0.339094827
407,Matazuu,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
408,Birnin Kebbi,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383
409,Musawa,0.533595724,0.533595724,0.533595724,0.533595724,0.533595724,0.533595724,0.533595724,0.533595724,0.533595724,0.533595724,0.533595724
410,Rimi,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
411,Sabuwa,0.476190476,0.476190476,0.476190476,0.476190476,0.476190476,0.476190476,0.476190476,0.476190476,0.476190476,0.476190476,0.476190476
412,Safana,0.518518519,0.518518519,0.518518519,0.518518519,0.518518519,0.518518519,0.518518519,0.518518519,0.518518519,0.518518519,0.518518519
413,Sandamu,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
414,Aleiro,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
415,Argungu,0.671512675,0.671512675,0.671512675,0.671512675,0.671512675,0.671512675,0.671512675,0.671512675,0.671512675,0.671512675,0.671512675
416,Augie,0.272727273,0.272727273,0.272727273,0.272727273,0.272727273,0.272727273,0.272727273,0.272727273,0.272727273,0.272727273,0.272727273
417,Bunza,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
418,Fakai,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
419,Gwandu,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154,0.653846154
420,Jega,0.487995238,0.487995238,0.487995238,0.487995238,0.487995238,0.487995238,0.487995238,0.487995238,0.487995238,0.487995238,0.487995238
421,Kalgo,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714
422,Iseyin,0.372648431,0.372648431,0.372648431,0.372648431,0.372648431,0.372648431,0.372648431,0.372648431,0.372648431,0.372648431,0.372648431
423,Maiyama,0.517241379,0.517241379,0.517241379,0.517241379,0.517241379,0.517241379,0.517241379,0.517241379,0.517241379,0.517241379,0.517241379
424,Ngaski,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701
425,Sakaba,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
426,Shanga,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
427,Suru,0.545454545,0.545454545,0.545454545,0.545454545,0.545454545,0.545454545,0.545454545,0.545454545,0.545454545,0.545454545,0.545454545
428,Wasagu-Danko,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
429,Yauri,0.472045374,0.472045374,0.472045374,0.472045374,0.472045374,0.472045374,0.472045374,0.472045374,0.472045374,0.472045374,0.472045374
430,Zuru,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
431,Adavi,0.900259001,0.900259001,0.900259001,0.900259001,0.900259001,0.900259001,0.900259001,0.900259001,0.900259001,0.900259001,0.900259001
432,Ajaokuta,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
433,Ankpa,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
434,Bassa1,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
435,Dekina,0.770904775,0.770904775,0.770904775,0.770904775,0.770904775,0.770904775,0.770904775,0.770904775,0.770904775,0.770904775,0.770904775
436,Edu,0.70333349,0.70333349,0.70333349,0.70333349,0.70333349,0.70333349,0.70333349,0.70333349,0.70333349,0.70333349,0.70333349
437,Ibaji,0.638952138,0.638952138,0.638952138,0.638952138,0.638952138,0.638952138,0.638952138,0.638952138,0.638952138,0.638952138,0.638952138
438,Idah,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
439,Igalamela-Odolu,0.687467693,0.687467693,0.687467693,0.687467693,0.687467693,0.687467693,0.687467693,0.687467693,0.687467693,0.687467693,0.687467693
440,Ijumu,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
441,Kabba-Bunu,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
442,Kogi,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
443,Lokoja,0.629509372,0.629509372,0.629509372,0.629509372,0.629509372,0.629509372,0.629509372,0.629509372,0.629509372,0.629509372,0.629509372
444,Mopa-Muro,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
445,Ofu,0.765957454,0.765957454,0.765957454,0.765957454,0.765957454,0.765957454,0.765957454,0.765957454,0.765957454,0.765957454,0.765957454
446,Okehi,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
447,Okene,0.906173467,0.906173467,0.906173467,0.906173467,0.906173467,0.906173467,0.906173467,0.906173467,0.906173467,0.906173467,0.906173467
448,Olamabolo,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
449,Omala,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
450,Yagba East,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
451,Ifelodun1,0.387470996,0.387470996,0.387470996,0.387470996,0.387470996,0.387470996,0.387470996,0.387470996,0.387470996,0.387470996,0.387470996
452,Ilorin East,0.716808278,0.716808278,0.716808278,0.716808278,0.716808278,0.716808278,0.716808278,0.716808278,0.716808278,0.716808278,0.716808278
453,Ilorin South,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
454,Ilorin West,0.617100345,0.617100345,0.617100345,0.617100345,0.617100345,0.617100345,0.617100345,0.617100345,0.617100345,0.617100345,0.617100345
455,Irepodun1,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
456,Itesiwaju,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
457,Isin,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
458,Kaiama,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
459,Moro,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
460,Offa,0.707877468,0.707877468,0.707877468,0.707877468,0.707877468,0.707877468,0.707877468,0.707877468,0.707877468,0.707877468,0.707877468
461,Oke-Ero,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
462,Kajola,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
463,Oyun,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
464,Pategi,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
465,Agege,0.719072135,0.719072135,0.719072135,0.719072135,0.719072135,0.719072135,0.719072135,0.719072135,0.719072135,0.719072135,0.719072135
466,Ajeromi-Ifelodun,0.715033309,0.715033309,0.715033309,0.715033309,0.715033309,0.715033309,0.715033309,0.715033309,0.715033309,0.715033309,0.715033309
467,Alimosho,0.682635285,0.682635285,0.682635285,0.682635285,0.682635285,0.682635285,0.682635285,0.682635285,0.682635285,0.682635285,0.682635285
468,Apapa,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
469,Epe,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
470,Ifako-Ijaye,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954
471,Ikeja,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909
472,Mushin,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037
473,Kokona,0.583004889,0.583004889,0.583004889,0.583004889,0.583004889,0.583004889,0.583004889,0.583004889,0.583004889,0.583004889,0.583004889
474,Ojo,0.721290862,0.721290862,0.721290862,0.721290862,0.721290862,0.721290862,0.721290862,0.721290862,0.721290862,0.721290862,0.721290862
475,Oshodi-Isolo,0.932812507,0.932812507,0.932812507,0.932812507,0.932812507,0.932812507,0.932812507,0.932812507,0.932812507,0.932812507,0.932812507
476,Surulere1,0.737576774,0.737576774,0.737576774,0.737576774,0.737576774,0.737576774,0.737576774,0.737576774,0.737576774,0.737576774,0.737576774
477,Akwanga,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
478,Obi2,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
479,Awe,0.623226301,0.623226301,0.623226301,0.623226301,0.623226301,0.623226301,0.623226301,0.623226301,0.623226301,0.623226301,0.623226301
480,Doma,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
481,Karu,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396
482,Keana,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
483,Keffi,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
484,Lafia,0.555869375,0.555869375,0.555869375,0.555869375,0.555869375,0.555869375,0.555869375,0.555869375,0.555869375,0.555869375,0.555869375
485,Nasarawa2,0.537838241,0.537838241,0.537838241,0.537838241,0.537838241,0.537838241,0.537838241,0.537838241,0.537838241,0.537838241,0.537838241
486,Nasarawa-Eggon,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
487,Chanchaga,0.706792018,0.706792018,0.706792018,0.706792018,0.706792018,0.706792018,0.706792018,0.706792018,0.706792018,0.706792018,0.706792018
488,Toto,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
489,Wamba,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
490,Agaie,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
491,Agwara,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
492,Bida,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
493,Bosso,0.483012836,0.483012836,0.483012836,0.483012836,0.483012836,0.483012836,0.483012836,0.483012836,0.483012836,0.483012836,0.483012836
494,Edati,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
495,Gbako,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259,0.259259259
496,Gurara,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
497,Katcha,0.169604575,0.169604575,0.169604575,0.169604575,0.169604575,0.169604575,0.169604575,0.169604575,0.169604575,0.169604575,0.169604575
498,Kontagora,0.494595964,0.494595964,0.494595964,0.494595964,0.494595964,0.494595964,0.494595964,0.494595964,0.494595964,0.494595964,0.494595964
499,Lapai,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
500,Lavun,0.250730665,0.250730665,0.250730665,0.250730665,0.250730665,0.250730665,0.250730665,0.250730665,0.250730665,0.250730665,0.250730665
501,Magama,0.21359744,0.21359744,0.21359744,0.21359744,0.21359744,0.21359744,0.21359744,0.21359744,0.21359744,0.21359744,0.21359744
502,Mariga,0.088235294,0.088235294,0.088235294,0.088235294,0.088235294,0.088235294,0.088235294,0.088235294,0.088235294,0.088235294,0.088235294
503,Mashegu,0,0,0,0,0,0,0,0,0,0,0
504,Pailoro,0.513976439,0.513976439,0.513976439,0.513976439,0.513976439,0.513976439,0.513976439,0.513976439,0.513976439,0.513976439,0.513976439
505,Lagelu,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
506,Mokwa,0.53311895,0.53311895,0.53311895,0.53311895,0.53311895,0.53311895,0.53311895,0.53311895,0.53311895,0.53311895,0.53311895
507,Muya,0.730769231,0.730769231,0.730769231,0.730769231,0.730769231,0.730769231,0.730769231,0.730769231,0.730769231,0.730769231,0.730769231
508,Abeokuta South,0.914689783,0.914689783,0.914689783,0.914689783,0.914689783,0.914689783,0.914689783,0.914689783,0.914689783,0.914689783,0.914689783
509,Ijebu North,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
510,Rafi,0.544997484,0.544997484,0.544997484,0.544997484,0.544997484,0.544997484,0.544997484,0.544997484,0.544997484,0.544997484,0.544997484
511,Rijau,0.772727273,0.772727273,0.772727273,0.772727273,0.772727273,0.772727273,0.772727273,0.772727273,0.772727273,0.772727273,0.772727273
512,Ado-Odo-Ota,0.790400426,0.790400426,0.790400426,0.790400426,0.790400426,0.790400426,0.790400426,0.790400426,0.790400426,0.790400426,0.790400426
513,Ijebu North East,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
514,Shiroro,0.397409503,0.397409503,0.397409503,0.397409503,0.397409503,0.397409503,0.397409503,0.397409503,0.397409503,0.397409503,0.397409503
515,Suleja,0.769089241,0.769089241,0.769089241,0.769089241,0.769089241,0.769089241,0.769089241,0.769089241,0.769089241,0.769089241,0.769089241
516,Tafa,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632
517,Wushishi,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667
518,Abeokuta North,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908
519,Egbado South,0.939003613,0.939003613,0.939003613,0.939003613,0.939003613,0.939003613,0.939003613,0.939003613,0.939003613,0.939003613,0.939003613
520,Ewekoro,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452
521,Ifo,0.747268254,0.747268254,0.747268254,0.747268254,0.747268254,0.747268254,0.747268254,0.747268254,0.747268254,0.747268254,0.747268254
522,Ijebu East,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
523,Ijebu ode,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674
524,Ikenne,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
525,Obafemi-Owode,0.959612369,0.959612369,0.959612369,0.959612369,0.959612369,0.959612369,0.959612369,0.959612369,0.959612369,0.959612369,0.959612369
526,Odeda,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
527,Odogbolu,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
528,Ogun waterside,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
529,Remo North,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
530,Shagamu,1,1,1,1,1,1,1,1,1,1,1
531,Akoko North East,0.685397889,0.685397889,0.685397889,0.685397889,0.685397889,0.685397889,0.685397889,0.685397889,0.685397889,0.685397889,0.685397889
532,Akoko North West,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
533,Akoko South East,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
534,Akoko South West,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
535,Akure North,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909
536,Ifedayo,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
537,Akure South,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
538,Ese-Odo,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
539,Idanre,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
540,Ifedore,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
541,Ile-Oluji-Okeigbo,0.626877868,0.626877868,0.626877868,0.626877868,0.626877868,0.626877868,0.626877868,0.626877868,0.626877868,0.626877868,0.626877868
542,Irele,0.560753293,0.560753293,0.560753293,0.560753293,0.560753293,0.560753293,0.560753293,0.560753293,0.560753293,0.560753293,0.560753293
543,Odigbo,0.513001125,0.513001125,0.513001125,0.513001125,0.513001125,0.513001125,0.513001125,0.513001125,0.513001125,0.513001125,0.513001125
544,Ifelodun2,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
545,Okitipupa,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
546,Ondo East,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
547,Ondo West,0.6434342,0.6434342,0.6434342,0.6434342,0.6434342,0.6434342,0.6434342,0.6434342,0.6434342,0.6434342,0.6434342
548,Ose,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
549,Owo,0.640426354,0.640426354,0.640426354,0.640426354,0.640426354,0.640426354,0.640426354,0.640426354,0.640426354,0.640426354,0.640426354
550,Aiyedade,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
551,Aiyedire,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
552,Atakumosa East,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
553,Orolu,0.411873887,0.411873887,0.411873887,0.411873887,0.411873887,0.411873887,0.411873887,0.411873887,0.411873887,0.411873887,0.411873887
554,Atakumosa West,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
555,Boluwaduro,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
556,Boripe,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
557,Ede North,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
558,Ede South,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
559,Egbedore,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
560,Ejigbo,0.719887286,0.719887286,0.719887286,0.719887286,0.719887286,0.719887286,0.719887286,0.719887286,0.719887286,0.719887286,0.719887286
561,Ife Central,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
562,Ife East,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
563,Ife North,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
564,Ife South,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
565,Ila,0.738200824,0.738200824,0.738200824,0.738200824,0.738200824,0.738200824,0.738200824,0.738200824,0.738200824,0.738200824,0.738200824
