DS,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Kaura-Namoda,0.199456226,0.244578252,0.289700278,0.334822304,0.37994433,0.425066356,0.470188382,0.515310409,0.560432435,0.605554461,0.650676487
Maradun,0.513779509,0.558901535,0.604023561,0.649145587,0.694267614,0.73938964,0.784511666,0.8,0.8,0.8,0.8
Tsafe,0.626302294,0.67142432,0.716546346,0.761668372,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Maru,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shinkafi,0.19047619,0.235598217,0.280720243,0.325842269,0.370964295,0.416086321,0.461208347,0.506330374,0.5514524,0.596574426,0.641696452
Talata Mafara,0.533560728,0.578682754,0.62380478,0.668926806,0.714048833,0.759170859,0.8,0.8,0.8,0.8,0.8
Zurmi,0.460425523,0.50554755,0.550669576,0.595791602,0.640913628,0.686035654,0.73115768,0.776279706,0.8,0.8,0.8
Mbo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oron,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Udung Uko,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Calabar South,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibeno,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Eastern Obolo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Degema,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Brass,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Southern Ijaw,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ekeremor,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Burutu,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Warri South West,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Warri North,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ilaje,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibeju-Lekki,0.5,0.545122026,0.590244052,0.635366078,0.680488105,0.725610131,0.770732157,0.8,0.8,0.8,0.8
Amuwo-Odofin,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849
Badagry,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Egbado North,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Imeko-Afon,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Iwajowa,0.571428571,0.616550598,0.661672624,0.70679465,0.751916676,0.797038702,0.8,0.8,0.8,0.8,0.8
Atigbo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Baruten,0.406849355,0.464688029,0.522526704,0.580365378,0.638204052,0.696042726,0.7538814,0.8,0.8,0.8,0.8
Borgu,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bagudo,0.318979266,0.33406187,0.349144475,0.364227079,0.379309683,0.394392287,0.409474891,0.424557495,0.439640099,0.454722703,0.469805308
Dandi,0.780754138,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Arewa-Dandi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gudu,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Tangaza,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gada,0.395599852,0.440721878,0.485843904,0.53096593,0.576087956,0.621209983,0.666332009,0.711454035,0.756576061,0.8,0.8
Sabon Birni,0.522605736,0.522605736,0.522605736,0.522605736,0.522605736,0.522605736,0.522605736,0.522605736,0.522605736,0.522605736,0.522605736
Kaita,0.65,0.695122026,0.740244052,0.785366078,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jibia,0.782608696,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mashi,0.285714286,0.330836312,0.375958338,0.421080364,0.46620239,0.511324416,0.556446443,0.601568469,0.646690495,0.691812521,0.736934547
Mai'Adua,0.64,0.656612022,0.673224044,0.689836066,0.706448087,0.723060109,0.739672131,0.756284153,0.772896175,0.789508197,0.8
Zango,0.75,0.795122026,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Baure,0.36,0.405122026,0.450244052,0.495366078,0.540488105,0.585610131,0.630732157,0.675854183,0.720976209,0.766098235,0.8
Sule-Tankarkar,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966
Maigatari,0.677915431,0.723037457,0.768159483,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ussa,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Machina,0.680801084,0.72592311,0.771045136,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Yusufari,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shomolu,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846
Yunusari,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Monguno,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mobbar,0.42527943,0.470401456,0.515523482,0.560645509,0.605767535,0.650889561,0.696011587,0.741133613,0.786255639,0.8,0.8
Ngala,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Abadam,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kukawa,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kala-Balge,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bama,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gwoza,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Madagali,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Michika,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mubi North,0.853072007,0.853072007,0.853072007,0.853072007,0.853072007,0.853072007,0.853072007,0.853072007,0.853072007,0.853072007,0.853072007
Maiha,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Fufore,0.447912059,0.493034085,0.538156111,0.583278138,0.628400164,0.67352219,0.718644216,0.763766242,0.8,0.8,0.8
Jada,0.838466817,0.838466817,0.838466817,0.838466817,0.838466817,0.838466817,0.838466817,0.838466817,0.838466817,0.838466817,0.838466817
Ganaye,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Toungo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kurmi,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857
Gashaka,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sardauna,0.73362366,0.778745686,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Takum,0.340552643,0.385674669,0.430796695,0.475918721,0.521040747,0.566162774,0.6112848,0.656406826,0.701528852,0.746650878,0.791772904
Kwande,0.681657896,0.726779922,0.771901948,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Obanliku,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Boki,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Etung,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akamkpa,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bakassi,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akpabuyo,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Eti-Osa,0.634663413,0.67978544,0.724907466,0.770029492,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ikorodu,0.633614432,0.633614432,0.633614432,0.633614432,0.633614432,0.633614432,0.633614432,0.633614432,0.633614432,0.633614432,0.633614432
Kosofe,0.621508136,0.666630162,0.711752189,0.756874215,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Lagos Island,0.714285714,0.75940774,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Lagos Mainland,0.771830992,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
