,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday
207,Agatu,Keana,2020,Agatu,75,83.3333333,65.5172414,70.5882353,0.440507142,0.492360644,0.53,1,august,223
2071,Agatu,Keana,2023,Agatu,75,83.3333333,65.5172414,70.5882353,0.440507142,0.492360644,0.53,2,august,1318
2072,Agatu,Keana,2026,Agatu,75,83.3333333,65.5172414,70.5882353,0.440507142,0.492360644,0.53,3,august,2413
2073,Agatu,Keana,2029,Agatu,75,83.3333333,65.5172414,70.5882353,0.440507142,0.492360644,0.53,4,august,3508
929,Agege,Uzo-Uwani,2020,Agege,23.6100835,25.7686681,5.0976405,17.8004623,0.445938468,0.49666464,0.53,1,june,162
9291,Agege,Uzo-Uwani,2023,Agege,23.6100835,25.7686681,5.0976405,17.8004623,0.445938468,0.49666464,0.53,2,june,1257
9292,Agege,Uzo-Uwani,2026,Agege,23.6100835,25.7686681,5.0976405,17.8004623,0.445938468,0.49666464,0.53,3,june,2352
9293,Agege,Uzo-Uwani,2029,Agege,23.6100835,25.7686681,5.0976405,17.8004623,0.445938468,0.49666464,0.53,4,june,3447
117,Aguata,Oru West,2020,Aguata,25.5850471,38.7034474,23.9642794,23.7666189,0.454034567,0.503044714,0.53,1,june,162
1172,Aguata,Oru West,2023,Aguata,25.5850471,38.7034474,23.9642794,23.7666189,0.454034567,0.503044714,0.53,2,june,1257
1174,Aguata,Oru West,2026,Aguata,25.5850471,38.7034474,23.9642794,23.7666189,0.454034567,0.503044714,0.53,3,june,2352
1176,Aguata,Oru West,2029,Aguata,25.5850471,38.7034474,23.9642794,23.7666189,0.454034567,0.503044714,0.53,4,june,3447
981,Agwara,Birnin Kebbi,2022,Agwara,78.9226475,61.4967322,53.4978419,78.771905,0.513248554,0.548162892,0.53,1,august,953
9811,Agwara,Birnin Kebbi,2025,Agwara,78.9226475,61.4967322,53.4978419,78.771905,0.513248554,0.548162892,0.53,2,august,2048
9812,Agwara,Birnin Kebbi,2028,Agwara,78.9226475,61.4967322,53.4978419,78.771905,0.513248554,0.548162892,0.53,3,august,3143
485,Ahiazu-Mbaise,Ngor-Okpala,2020,Ahiazu-Mbaise,9.0909091,42.8571429,7.6923077,21.4285714,0.4502266,0.500049325,0.53,1,june,162
4851,Ahiazu-Mbaise,Ngor-Okpala,2023,Ahiazu-Mbaise,9.0909091,42.8571429,7.6923077,21.4285714,0.4502266,0.500049325,0.53,2,june,1257
4852,Ahiazu-Mbaise,Ngor-Okpala,2026,Ahiazu-Mbaise,9.0909091,42.8571429,7.6923077,21.4285714,0.4502266,0.500049325,0.53,3,june,2352
4853,Ahiazu-Mbaise,Ngor-Okpala,2029,Ahiazu-Mbaise,9.0909091,42.8571429,7.6923077,21.4285714,0.4502266,0.500049325,0.53,4,june,3447
1237,Ahoada East,Ahoada West,2020,Ahoada East,11.7816091,26.3960478,4.5255473,6.8187744,0.212067193,0.307284555,0.53,1,may,131
12371,Ahoada East,Ahoada West,2023,Ahoada East,11.7816091,26.3960478,4.5255473,6.8187744,0.212067193,0.307284555,0.53,2,may,1226
12372,Ahoada East,Ahoada West,2026,Ahoada East,11.7816091,26.3960478,4.5255473,6.8187744,0.212067193,0.307284555,0.53,3,may,2321
12373,Ahoada East,Ahoada West,2029,Ahoada East,11.7816091,26.3960478,4.5255473,6.8187744,0.212067193,0.307284555,0.53,4,may,3416
1239,Ahoada West,Ahoada West,2020,Ahoada West,11.1111111,26.3960478,22.9098821,20,0.212747654,0.30780961,0.53,1,may,131
12391,Ahoada West,Ahoada West,2023,Ahoada West,11.1111111,26.3960478,22.9098821,20,0.212747654,0.30780961,0.53,2,may,1226
12392,Ahoada West,Ahoada West,2026,Ahoada West,11.1111111,26.3960478,22.9098821,20,0.212747654,0.30780961,0.53,3,may,2321
12393,Ahoada West,Ahoada West,2029,Ahoada West,11.1111111,26.3960478,22.9098821,20,0.212747654,0.30780961,0.53,4,may,3416
1099,Aiyedade,Akinyele,2020,Aiyedade,38.4615385,37.5,41.6666667,27.7777778,0.401428384,0.460915111,0.53,1,may,131
10991,Aiyedade,Akinyele,2023,Aiyedade,38.4615385,37.5,41.6666667,27.7777778,0.401428384,0.460915111,0.53,2,may,1226
10992,Aiyedade,Akinyele,2026,Aiyedade,38.4615385,37.5,41.6666667,27.7777778,0.401428384,0.460915111,0.53,3,may,2321
10993,Aiyedade,Akinyele,2029,Aiyedade,38.4615385,37.5,41.6666667,27.7777778,0.401428384,0.460915111,0.53,4,may,3416
1101,Aiyedire,Akinyele,2020,Aiyedire,43.481825,39.2030997,31.0573478,37.7487976,0.440828641,0.492615926,0.53,1,may,131
11011,Aiyedire,Akinyele,2023,Aiyedire,43.481825,39.2030997,31.0573478,37.7487976,0.440828641,0.492615926,0.53,2,may,1226
11012,Aiyedire,Akinyele,2026,Aiyedire,43.481825,39.2030997,31.0573478,37.7487976,0.440828641,0.492615926,0.53,3,may,2321
11013,Aiyedire,Akinyele,2029,Aiyedire,43.481825,39.2030997,31.0573478,37.7487976,0.440828641,0.492615926,0.53,4,may,3416
863,Ajaokuta,Owan East,2020,Ajaokuta,40,41.6666667,40.7407407,41.3043478,0.321205627,0.394962504,0.53,1,march,70
8631,Ajaokuta,Owan East,2023,Ajaokuta,40,41.6666667,40.7407407,41.3043478,0.321205627,0.394962504,0.53,2,march,1165
8632,Ajaokuta,Owan East,2026,Ajaokuta,40,41.6666667,40.7407407,41.3043478,0.321205627,0.394962504,0.53,3,march,2260
8633,Ajaokuta,Owan East,2029,Ajaokuta,40,41.6666667,40.7407407,41.3043478,0.321205627,0.394962504,0.53,4,march,3355
931,Ajeromi-Ifelodun,Uzo-Uwani,2020,Ajeromi-Ifelodun,14.8953743,14.7321439,1.1366354,4.1432729,0.442448497,0.493901179,0.53,1,june,162
9311,Ajeromi-Ifelodun,Uzo-Uwani,2023,Ajeromi-Ifelodun,14.8953743,14.7321439,1.1366354,4.1432729,0.442448497,0.493901179,0.53,2,june,1257
9312,Ajeromi-Ifelodun,Uzo-Uwani,2026,Ajeromi-Ifelodun,14.8953743,14.7321439,1.1366354,4.1432729,0.442448497,0.493901179,0.53,3,june,2352
9313,Ajeromi-Ifelodun,Uzo-Uwani,2029,Ajeromi-Ifelodun,14.8953743,14.7321439,1.1366354,4.1432729,0.442448497,0.493901179,0.53,4,june,3447
689,Ajingi,Taura,2022,Ajingi,83.8709677,72.7272727,74.0740741,98.0769231,0.772623248,0.699793659,0.53,1,july,916
6891,Ajingi,Taura,2025,Ajingi,83.8709677,72.7272727,74.0740741,98.0769231,0.772623248,0.699793659,0.53,2,july,2011
6892,Ajingi,Taura,2028,Ajingi,83.8709677,72.7272727,74.0740741,98.0769231,0.772623248,0.699793659,0.53,3,july,3106
71,Akamkpa,Ngor-Okpala,2021,Akamkpa,41.6996009,29.9737126,45.9918974,34.9381787,0.473355826,0.518082922,0.53,1,june,527
712,Akamkpa,Ngor-Okpala,2024,Akamkpa,41.6996009,29.9737126,45.9918974,34.9381787,0.473355826,0.518082922,0.53,2,june,1622
714,Akamkpa,Ngor-Okpala,2027,Akamkpa,41.6996009,29.9737126,45.9918974,34.9381787,0.473355826,0.518082922,0.53,3,june,2717
716,Akamkpa,Ngor-Okpala,2030,Akamkpa,41.6996009,29.9737126,45.9918974,34.9381787,0.473355826,0.518082922,0.53,4,june,3812
1159,Akinyele,Akinyele,2020,Akinyele,46.4362203,55.6624126,41.9195418,35.5369252,0.353306712,0.421435221,0.53,1,may,131
11591,Akinyele,Akinyele,2023,Akinyele,46.4362203,55.6624126,41.9195418,35.5369252,0.353306712,0.421435221,0.53,2,may,1226
11592,Akinyele,Akinyele,2026,Akinyele,46.4362203,55.6624126,41.9195418,35.5369252,0.353306712,0.421435221,0.53,3,may,2321
11593,Akinyele,Akinyele,2029,Akinyele,46.4362203,55.6624126,41.9195418,35.5369252,0.353306712,0.421435221,0.53,4,may,3416
73,Akko,Alkaleri,2021,Akko,31.899959,21.48466,21.4430948,46.6775466,0.430348191,0.484262319,0.53,1,july,551
732,Akko,Alkaleri,2024,Akko,31.899959,21.48466,21.4430948,46.6775466,0.430348191,0.484262319,0.53,2,july,1646
734,Akko,Alkaleri,2027,Akko,31.899959,21.48466,21.4430948,46.6775466,0.430348191,0.484262319,0.53,3,july,2741
736,Akko,Alkaleri,2030,Akko,31.899959,21.48466,21.4430948,46.6775466,0.430348191,0.484262319,0.53,4,july,3836
389,Akoko-Edo,Owan East,2020,Akoko-Edo,40.3855019,23.2317606,39.4492588,49.9327837,0.304845225,0.381512482,0.53,1,march,70
3891,Akoko-Edo,Owan East,2023,Akoko-Edo,40.3855019,23.2317606,39.4492588,49.9327837,0.304845225,0.381512482,0.53,2,march,1165
3892,Akoko-Edo,Owan East,2026,Akoko-Edo,40.3855019,23.2317606,39.4492588,49.9327837,0.304845225,0.381512482,0.53,3,march,2260
3893,Akoko-Edo,Owan East,2029,Akoko-Edo,40.3855019,23.2317606,39.4492588,49.9327837,0.304845225,0.381512482,0.53,4,march,3355
1061,Akoko North East,Oke-Ero,2020,Akoko North East,55.7814073,68.3896847,65.1406759,59.0929797,0.346553372,0.415864752,0.53,1,july,186
10611,Akoko North East,Oke-Ero,2023,Akoko North East,55.7814073,68.3896847,65.1406759,59.0929797,0.346553372,0.415864752,0.53,2,july,1281
10612,Akoko North East,Oke-Ero,2026,Akoko North East,55.7814073,68.3896847,65.1406759,59.0929797,0.346553372,0.415864752,0.53,3,july,2376
10613,Akoko North East,Oke-Ero,2029,Akoko North East,55.7814073,68.3896847,65.1406759,59.0929797,0.346553372,0.415864752,0.53,4,july,3471
1063,Akoko North West,Oke-Ero,2020,Akoko North West,41.0516355,52.6788924,25.7189745,31.3420451,0.316763911,0.391306023,0.53,1,july,186
10631,Akoko North West,Oke-Ero,2023,Akoko North West,41.0516355,52.6788924,25.7189745,31.3420451,0.316763911,0.391306023,0.53,2,july,1281
10632,Akoko North West,Oke-Ero,2026,Akoko North West,41.0516355,52.6788924,25.7189745,31.3420451,0.316763911,0.391306023,0.53,3,july,2376
10633,Akoko North West,Oke-Ero,2029,Akoko North West,41.0516355,52.6788924,25.7189745,31.3420451,0.316763911,0.391306023,0.53,4,july,3471
1065,Akoko South East,Oke-Ero,2020,Akoko South East,38.8888889,40,38.8888889,36.7647059,0.347034531,0.416261699,0.53,1,july,186
10651,Akoko South East,Oke-Ero,2023,Akoko South East,38.8888889,40,38.8888889,36.7647059,0.347034531,0.416261699,0.53,2,july,1281
10652,Akoko South East,Oke-Ero,2026,Akoko South East,38.8888889,40,38.8888889,36.7647059,0.347034531,0.416261699,0.53,3,july,2376
10653,Akoko South East,Oke-Ero,2029,Akoko South East,38.8888889,40,38.8888889,36.7647059,0.347034531,0.416261699,0.53,4,july,3471
1067,Akoko South West,Oke-Ero,2020,Akoko South West,71.1850348,65.103268,57.1270358,57.4807002,0.330802879,0.402871779,0.53,1,july,186
10671,Akoko South West,Oke-Ero,2023,Akoko South West,71.1850348,65.103268,57.1270358,57.4807002,0.330802879,0.402871779,0.53,2,july,1281
10672,Akoko South West,Oke-Ero,2026,Akoko South West,71.1850348,65.103268,57.1270358,57.4807002,0.330802879,0.402871779,0.53,3,july,2376
10673,Akoko South West,Oke-Ero,2029,Akoko South West,71.1850348,65.103268,57.1270358,57.4807002,0.330802879,0.402871779,0.53,4,july,3471
75,Akpabuyo,Nsit Ubium,2021,Akpabuyo,34.0380114,24.4272456,30.1952894,38.2230957,0.417147714,0.473654536,0.53,1,june,527
752,Akpabuyo,Nsit Ubium,2024,Akpabuyo,34.0380114,24.4272456,30.1952894,38.2230957,0.417147714,0.473654536,0.53,2,june,1622
754,Akpabuyo,Nsit Ubium,2027,Akpabuyo,34.0380114,24.4272456,30.1952894,38.2230957,0.417147714,0.473654536,0.53,3,june,2717
756,Akpabuyo,Nsit Ubium,2030,Akpabuyo,34.0380114,24.4272456,30.1952894,38.2230957,0.417147714,0.473654536,0.53,4,june,3812
1283,Akuku Toru,Ahoada West,2020,Akuku Toru,50,69.2307692,38.4615385,24,0.307675695,0.383835506,0.53,1,may,131
12831,Akuku Toru,Ahoada West,2023,Akuku Toru,50,69.2307692,38.4615385,24,0.307675695,0.383835506,0.53,2,may,1226
12832,Akuku Toru,Ahoada West,2026,Akuku Toru,50,69.2307692,38.4615385,24,0.307675695,0.383835506,0.53,3,may,2321
12833,Akuku Toru,Ahoada West,2029,Akuku Toru,50,69.2307692,38.4615385,24,0.307675695,0.383835506,0.53,4,may,3416
1069,Akure North,Owan East,2020,Akure North,23.5294118,14.2857143,37.5,18.5185185,0.337034585,0.408011613,0.53,1,march,70
10691,Akure North,Owan East,2023,Akure North,23.5294118,14.2857143,37.5,18.5185185,0.337034585,0.408011613,0.53,2,march,1165
10692,Akure North,Owan East,2026,Akure North,23.5294118,14.2857143,37.5,18.5185185,0.337034585,0.408011613,0.53,3,march,2260
10693,Akure North,Owan East,2029,Akure North,23.5294118,14.2857143,37.5,18.5185185,0.337034585,0.408011613,0.53,4,march,3355
1073,Akure South,Owan East,2020,Akure South,42.8571429,56.25,50,45.4545455,0.299585483,0.377201065,0.53,1,march,70
10731,Akure South,Owan East,2023,Akure South,42.8571429,56.25,50,45.4545455,0.299585483,0.377201065,0.53,2,march,1165
10732,Akure South,Owan East,2026,Akure South,42.8571429,56.25,50,45.4545455,0.299585483,0.377201065,0.53,3,march,2260
10733,Akure South,Owan East,2029,Akure South,42.8571429,56.25,50,45.4545455,0.299585483,0.377201065,0.53,4,march,3355
77,Akwanga,Oke-Ero,2021,Akwanga,82.2883221,80.0838317,72.7112838,79.2005115,0.509076895,0.545084849,0.53,1,july,551
772,Akwanga,Oke-Ero,2024,Akwanga,82.2883221,80.0838317,72.7112838,79.2005115,0.509076895,0.545084849,0.53,2,july,1646
774,Akwanga,Oke-Ero,2027,Akwanga,82.2883221,80.0838317,72.7112838,79.2005115,0.509076895,0.545084849,0.53,3,july,2741
776,Akwanga,Oke-Ero,2030,Akwanga,82.2883221,80.0838317,72.7112838,79.2005115,0.509076895,0.545084849,0.53,4,july,3836
691,Albasu,Takali,2022,Albasu,78.9473684,63.1578947,59.0909091,80.6451613,0.794967768,0.70899614,0.53,1,september,980
6911,Albasu,Takali,2025,Albasu,78.9473684,63.1578947,59.0909091,80.6451613,0.794967768,0.70899614,0.53,2,september,2075
6912,Albasu,Takali,2028,Albasu,78.9473684,63.1578947,59.0909091,80.6451613,0.794967768,0.70899614,0.53,3,september,3170
79,Aleiro,Birnin Kebbi,2021,Aleiro,78.9226475,61.4967322,53.4978419,78.771905,0.705366928,0.6684684,0.53,1,august,588
792,Aleiro,Birnin Kebbi,2024,Aleiro,78.9226475,61.4967322,53.4978419,78.771905,0.705366928,0.6684684,0.53,2,august,1683
794,Aleiro,Birnin Kebbi,2027,Aleiro,78.9226475,61.4967322,53.4978419,78.771905,0.705366928,0.6684684,0.53,3,august,2778
796,Aleiro,Birnin Kebbi,2030,Aleiro,78.9226475,61.4967322,53.4978419,78.771905,0.705366928,0.6684684,0.53,4,august,3873
933,Alimosho,Uzo-Uwani,2020,Alimosho,24.7223361,18.4538925,14.8105303,14.7674315,0.431973509,0.485561977,0.53,1,june,162
9331,Alimosho,Uzo-Uwani,2023,Alimosho,24.7223361,18.4538925,14.8105303,14.7674315,0.431973509,0.485561977,0.53,2,june,1257
9332,Alimosho,Uzo-Uwani,2026,Alimosho,24.7223361,18.4538925,14.8105303,14.7674315,0.431973509,0.485561977,0.53,3,june,2352
9333,Alimosho,Uzo-Uwani,2029,Alimosho,24.7223361,18.4538925,14.8105303,14.7674315,0.431973509,0.485561977,0.53,4,june,3447
81,Alkaleri,Alkaleri,2021,Alkaleri,45.5387964,39.7922582,30.6625021,45.7443319,0.570092852,0.588317246,0.53,1,july,551
812,Alkaleri,Alkaleri,2024,Alkaleri,45.5387964,39.7922582,30.6625021,45.7443319,0.570092852,0.588317246,0.53,2,july,1646
814,Alkaleri,Alkaleri,2027,Alkaleri,45.5387964,39.7922582,30.6625021,45.7443319,0.570092852,0.588317246,0.53,3,july,2741
816,Alkaleri,Alkaleri,2030,Alkaleri,45.5387964,39.7922582,30.6625021,45.7443319,0.570092852,0.588317246,0.53,4,july,3836
