,X1,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday,adm1,llins1
2402,4172,Ovia North East,Owan East,2026,Ovia North East,0.8,0.8,0.8,0.8,0.337624396,0.732141435,0.65,3,march,2260,Edo,PBO
2403,4173,Ovia North East,Owan East,2029,Ovia North East,0.8,0.8,0.8,0.8,0.337624396,0.732141435,0.65,4,march,3355,Edo,PBO
2404,419,Ovia South West,Akinyele,2020,Ovia South West,0.8,0.8,0.8,0.8,0.363545715,0.736080953,0.65,1,may,131,Edo,PBO
2405,4191,Ovia South West,Akinyele,2023,Ovia South West,0.8,0.8,0.8,0.8,0.363545715,0.736080953,0.65,2,may,1226,Edo,PBO
2406,4192,Ovia South West,Akinyele,2026,Ovia South West,0.8,0.8,0.8,0.8,0.363545715,0.736080953,0.65,3,may,2321,Edo,PBO
2407,4193,Ovia South West,Akinyele,2029,Ovia South West,0.8,0.8,0.8,0.8,0.363545715,0.736080953,0.65,4,may,3416,Edo,PBO
2408,421,Owan East,Owan East,2020,Owan East,0.8,0.8,0.8,0.8,0.315089802,0.727765005,0.65,1,march,70,Edo,PBO
2409,4211,Owan East,Owan East,2023,Owan East,0.8,0.8,0.8,0.8,0.315089802,0.727765005,0.65,2,march,1165,Edo,PBO
2410,4212,Owan East,Owan East,2026,Owan East,0.8,0.8,0.8,0.8,0.315089802,0.727765005,0.65,3,march,2260,Edo,PBO
2411,4213,Owan East,Owan East,2029,Owan East,0.8,0.8,0.8,0.8,0.315089802,0.727765005,0.65,4,march,3355,Edo,PBO
2412,423,Owan West,Owan East,2020,Owan West,0.8,0.8,0.8,0.8,0.389346565,0.739132174,0.65,1,march,70,Edo,PBO
2413,4231,Owan West,Owan East,2023,Owan West,0.8,0.8,0.8,0.8,0.389346565,0.739132174,0.65,2,march,1165,Edo,PBO
2414,4232,Owan West,Owan East,2026,Owan West,0.8,0.8,0.8,0.8,0.389346565,0.739132174,0.65,3,march,2260,Edo,PBO
2415,4233,Owan West,Owan East,2029,Owan West,0.8,0.8,0.8,0.8,0.389346565,0.739132174,0.65,4,march,3355,Edo,PBO
2416,573,Owerri-Municipal,Oru West,2020,Owerri-Municipal,0.8125,0.8,0.916666667,0.8,0.197408696,0.67390989,0.65,1,june,162,Imo,PBO
2417,5731,Owerri-Municipal,Oru West,2023,Owerri-Municipal,0.8125,0.8,0.916666667,0.8,0.197408696,0.67390989,0.65,2,june,1257,Imo,PBO
2418,5732,Owerri-Municipal,Oru West,2026,Owerri-Municipal,0.8125,0.8,0.916666667,0.8,0.197408696,0.67390989,0.65,3,june,2352,Imo,PBO
2419,5733,Owerri-Municipal,Oru West,2029,Owerri-Municipal,0.8125,0.8,0.916666667,0.8,0.197408696,0.67390989,0.65,4,june,3447,Imo,PBO
2420,577,Owerri North,Ngor-Okpala,2020,Owerri North,0.8,0.8,0.8,0.8,0.244109669,0.704259228,0.65,1,june,162,Imo,PBO
2421,5771,Owerri North,Ngor-Okpala,2023,Owerri North,0.8,0.8,0.8,0.8,0.244109669,0.704259228,0.65,2,june,1257,Imo,PBO
2422,5772,Owerri North,Ngor-Okpala,2026,Owerri North,0.8,0.8,0.8,0.8,0.244109669,0.704259228,0.65,3,june,2352,Imo,PBO
2423,5773,Owerri North,Ngor-Okpala,2029,Owerri North,0.8,0.8,0.8,0.8,0.244109669,0.704259228,0.65,4,june,3447,Imo,PBO
2424,579,Owerri West,Ngor-Okpala,2020,Owerri West,0.8,0.8,0.8,0.8,0.204213478,0.679467215,0.65,1,june,162,Imo,PBO
2425,5791,Owerri West,Ngor-Okpala,2023,Owerri West,0.8,0.8,0.8,0.8,0.204213478,0.679467215,0.65,2,june,1257,Imo,PBO
2426,5792,Owerri West,Ngor-Okpala,2026,Owerri West,0.8,0.8,0.8,0.8,0.204213478,0.679467215,0.65,3,june,2352,Imo,PBO
2427,5793,Owerri West,Ngor-Okpala,2029,Owerri West,0.8,0.8,0.8,0.8,0.204213478,0.679467215,0.65,4,june,3447,Imo,PBO
2428,1097,Owo,Owan East,2020,Owo,0.8,0.8,0.8,0.8,0.289251141,0.721272468,0.65,1,march,70,Ondo,PBO
2429,10971,Owo,Owan East,2023,Owo,0.8,0.8,0.8,0.8,0.289251141,0.721272468,0.65,2,march,1165,Ondo,PBO
2430,10972,Owo,Owan East,2026,Owo,0.8,0.8,0.8,0.8,0.289251141,0.721272468,0.65,3,march,2260,Ondo,PBO
2431,10973,Owo,Owan East,2029,Owo,0.8,0.8,0.8,0.8,0.289251141,0.721272468,0.65,4,march,3355,Ondo,PBO
2432,459,Oye,Oke-Ero,2020,Oye,0.8,0.8,0.8,0.8,0.299868816,0.72416227,0.65,1,july,186,Ekiti,PBO
2433,4591,Oye,Oke-Ero,2023,Oye,0.8,0.8,0.8,0.8,0.299868816,0.72416227,0.65,2,july,1281,Ekiti,PBO
2434,4592,Oye,Oke-Ero,2026,Oye,0.8,0.8,0.8,0.8,0.299868816,0.72416227,0.65,3,july,2376,Ekiti,PBO
2435,4593,Oye,Oke-Ero,2029,Oye,0.8,0.8,0.8,0.8,0.299868816,0.72416227,0.65,4,july,3471,Ekiti,PBO
2436,151,Oyi,Uzo-Uwani,2020,Oyi,0.8,0.8,0.8,0.8,0.387377598,0.738924512,0.65,1,june,162,Anambra,PBO
2437,1512,Oyi,Uzo-Uwani,2023,Oyi,0.8,0.8,0.8,0.8,0.387377598,0.738924512,0.65,2,june,1257,Anambra,PBO
2438,1514,Oyi,Uzo-Uwani,2026,Oyi,0.8,0.8,0.8,0.8,0.387377598,0.738924512,0.65,3,june,2352,Anambra,PBO
2439,1516,Oyi,Uzo-Uwani,2029,Oyi,0.8,0.8,0.8,0.8,0.387377598,0.738924512,0.65,4,june,3447,Anambra,PBO
2440,1271,Oyigbo,Nsit Ubium,2020,Oyigbo,0.8,0.8,0.8,0.8,0.27812843,0.717857195,0.65,1,june,162,Rivers,PBO
2441,12711,Oyigbo,Nsit Ubium,2023,Oyigbo,0.8,0.8,0.8,0.8,0.27812843,0.717857195,0.65,2,june,1257,Rivers,PBO
2442,12712,Oyigbo,Nsit Ubium,2026,Oyigbo,0.8,0.8,0.8,0.8,0.27812843,0.717857195,0.65,3,june,2352,Rivers,PBO
2443,12713,Oyigbo,Nsit Ubium,2029,Oyigbo,0.8,0.8,0.8,0.8,0.27812843,0.717857195,0.65,4,june,3447,Rivers,PBO
2444,557,Oyo East,Akinyele,2020,Oyo East,0.8,0.8,0.8,0.8,0.47806867,0.745564576,0.65,1,may,131,Oyo,PBO
2445,5571,Oyo East,Akinyele,2023,Oyo East,0.8,0.8,0.8,0.8,0.47806867,0.745564576,0.65,2,may,1226,Oyo,PBO
2446,5572,Oyo East,Akinyele,2026,Oyo East,0.8,0.8,0.8,0.8,0.47806867,0.745564576,0.65,3,may,2321,Oyo,PBO
2447,5573,Oyo East,Akinyele,2029,Oyo East,0.8,0.8,0.8,0.8,0.47806867,0.745564576,0.65,4,may,3416,Oyo,PBO
2448,1193,Oyo West,Akinyele,2020,Oyo West,0.8,0.8,0.8,0.8,0.423437594,0.742197038,0.65,1,may,131,Oyo,PBO
2449,11931,Oyo West,Akinyele,2023,Oyo West,0.8,0.8,0.8,0.8,0.423437594,0.742197038,0.65,2,may,1226,Oyo,PBO
2450,11932,Oyo West,Akinyele,2026,Oyo West,0.8,0.8,0.8,0.8,0.423437594,0.742197038,0.65,3,may,2321,Oyo,PBO
2451,11933,Oyo West,Akinyele,2029,Oyo West,0.8,0.8,0.8,0.8,0.423437594,0.742197038,0.65,4,may,3416,Oyo,PBO
2452,925,Oyun,Oke-Ero,2020,Oyun,0.8,0.8,0.8,0.8,0.379244204,0.738025187,0.65,1,july,186,Kwara,PBO
2453,9251,Oyun,Oke-Ero,2023,Oyun,0.8,0.8,0.8,0.8,0.379244204,0.738025187,0.65,2,july,1281,Kwara,PBO
2454,9252,Oyun,Oke-Ero,2026,Oyun,0.8,0.8,0.8,0.8,0.379244204,0.738025187,0.65,3,july,2376,Kwara,PBO
2455,9253,Oyun,Oke-Ero,2029,Oyun,0.8,0.8,0.8,0.8,0.379244204,0.738025187,0.65,4,july,3471,Kwara,PBO
2456,1007,Pailoro,Oke-Ero,2022,Pailoro,0.8,0.8,0.8,0.8,0.511626287,0.747006725,0.667277706,1,july,916,Niger,PBO
2457,10071,Pailoro,Oke-Ero,2025,Pailoro,0.8,0.8,0.8,0.8,0.511626287,0.747006725,0.667277706,2,july,2011,Niger,PBO
2458,10072,Pailoro,Oke-Ero,2028,Pailoro,0.8,0.8,0.8,0.8,0.511626287,0.747006725,0.667277706,3,july,3106,Niger,PBO
2459,1227,Pankshin,Alkaleri,2020,Pankshin,0.8,0.8,0.8,0.8,0.526813534,0.747547566,0.69213601,1,july,186,Plateau,PBO
2460,12271,Pankshin,Alkaleri,2023,Pankshin,0.8,0.8,0.8,0.8,0.526813534,0.747547566,0.69213601,2,july,1281,Plateau,PBO
2461,12272,Pankshin,Alkaleri,2026,Pankshin,0.8,0.8,0.8,0.8,0.526813534,0.747547566,0.69213601,3,july,2376,Plateau,PBO
2462,12273,Pankshin,Alkaleri,2029,Pankshin,0.8,0.8,0.8,0.8,0.526813534,0.747547566,0.69213601,4,july,3471,Plateau,PBO
2463,347,Patani,Isoko South,2022,Patani,0.8,0.8,0.8,0.8,0.156971919,0.629722331,0.65,1,june,892,Delta,PBO
2464,3471,Patani,Isoko South,2025,Patani,0.8,0.8,0.8,0.8,0.156971919,0.629722331,0.65,2,june,1987,Delta,PBO
2465,3472,Patani,Isoko South,2028,Patani,0.8,0.8,0.8,0.8,0.156971919,0.629722331,0.65,3,june,3082,Delta,PBO
2466,927,Pategi,Oke-Ero,2020,Pategi,0.8,0.8,0.8,0.8,0.318277299,0.728448199,0.65,1,july,186,Kwara,PBO
2467,9271,Pategi,Oke-Ero,2023,Pategi,0.8,0.8,0.8,0.8,0.318277299,0.728448199,0.65,2,july,1281,Kwara,PBO
2468,9272,Pategi,Oke-Ero,2026,Pategi,0.8,0.8,0.8,0.8,0.318277299,0.728448199,0.65,3,july,2376,Kwara,PBO
2469,9273,Pategi,Oke-Ero,2029,Pategi,0.8,0.8,0.8,0.8,0.318277299,0.728448199,0.65,4,july,3471,Kwara,PBO
2470,1273,Port-Harcourt,Ahoada West,2020,Port-Harcourt,0.8,0.8,0.8,0.8,0.218124383,0.311971015,0.53,1,may,131,Rivers,Urban areas
2471,12731,Port-Harcourt,Ahoada West,2023,Port-Harcourt,0.8,0.8,0.8,0.8,0.218124383,0.311971015,0.53,2,may,1226,Rivers,Urban areas
2472,12732,Port-Harcourt,Ahoada West,2026,Port-Harcourt,0.8,0.8,0.8,0.8,0.218124383,0.311971015,0.53,3,may,2321,Rivers,Urban areas
2473,12733,Port-Harcourt,Ahoada West,2029,Port-Harcourt,0.8,0.8,0.8,0.8,0.218124383,0.311971015,0.53,4,may,3416,Rivers,Urban areas
2474,1333,Potiskum,Darazo,2022,Potiskum,0.8,0.8,0.8,0.8,0.756968245,0.751484814,0.904711208,1,july,916,Yobe,PBO
2475,13331,Potiskum,Darazo,2025,Potiskum,0.8,0.8,0.8,0.8,0.756968245,0.751484814,0.904711208,2,july,2011,Yobe,PBO
2476,13332,Potiskum,Darazo,2028,Potiskum,0.8,0.8,0.8,0.8,0.756968245,0.751484814,0.904711208,3,july,3106,Yobe,PBO
2477,1229,Qua'an Pan,Keana,2020,Qua'an Pan,0.8,0.8,0.8,0.8,0.569366691,0.748779939,0.752532968,1,august,223,Plateau,PBO
2478,12291,Qua'an Pan,Keana,2023,Qua'an Pan,0.8,0.8,0.8,0.8,0.569366691,0.748779939,0.752532968,2,august,1318,Plateau,PBO
2479,12292,Qua'an Pan,Keana,2026,Qua'an Pan,0.8,0.8,0.8,0.8,0.569366691,0.748779939,0.752532968,3,august,2413,Plateau,PBO
2480,12293,Qua'an Pan,Keana,2029,Qua'an Pan,0.8,0.8,0.8,0.8,0.569366691,0.748779939,0.752532968,4,august,3508,Plateau,PBO
2481,1297,Rabah,Gawabawa,2020,Rabah,0.8,0.8,0.8,0.8,0.793430134,0.751745258,0.920512443,1,august,223,Sokoto,PBO
2482,12971,Rabah,Gawabawa,2023,Rabah,0.8,0.8,0.8,0.8,0.793430134,0.751745258,0.920512443,2,august,1318,Sokoto,PBO
2483,12972,Rabah,Gawabawa,2026,Rabah,0.8,0.8,0.8,0.8,0.793430134,0.751745258,0.920512443,3,august,2413,Sokoto,PBO
2484,12973,Rabah,Gawabawa,2029,Rabah,0.8,0.8,0.8,0.8,0.793430134,0.751745258,0.920512443,4,august,3508,Sokoto,PBO
2485,1019,Rafi,Oke-Ero,2022,Rafi,0.8,0.8,0.8,0.8,0.550360117,0.748275428,0.727151399,1,july,916,Niger,PBO
2486,10191,Rafi,Oke-Ero,2025,Rafi,0.8,0.8,0.8,0.8,0.550360117,0.748275428,0.727151399,2,july,2011,Niger,PBO
2487,10192,Rafi,Oke-Ero,2028,Rafi,0.8,0.8,0.8,0.8,0.550360117,0.748275428,0.727151399,3,july,3106,Niger,PBO
2488,747,Rano,Gwarzo,2022,Rano,0.885714286,0.8,0.8,0.855072464,0.827920103,0.751949966,0.932945498,1,august,953,Kano,PBO
2489,7471,Rano,Gwarzo,2025,Rano,0.885714286,0.8,0.8,0.855072464,0.827920103,0.751949966,0.932945498,2,august,2048,Kano,PBO
2490,7472,Rano,Gwarzo,2028,Rano,0.885714286,0.8,0.8,0.855072464,0.827920103,0.751949966,0.932945498,3,august,3143,Kano,PBO
2491,1045,Remo North,Owan East,2021,Remo North,0.8,0.8,0.8,0.8,0.322328246,0.729284044,0.65,1,march,435,Ogun,PBO
2492,10451,Remo North,Owan East,2024,Remo North,0.8,0.8,0.8,0.8,0.322328246,0.729284044,0.65,2,march,1530,Ogun,PBO
2493,10452,Remo North,Owan East,2027,Remo North,0.8,0.8,0.8,0.8,0.322328246,0.729284044,0.65,3,march,2625,Ogun,PBO
2494,10453,Remo North,Owan East,2030,Remo North,0.8,0.8,0.8,0.8,0.322328246,0.729284044,0.65,4,march,3720,Ogun,PBO
2495,1021,Rijau,Alkaleri,2022,Rijau,0.8,0.96875,0.8,0.984615385,0.589881947,0.749254902,0.777296693,1,july,916,Niger,PBO
2496,10211,Rijau,Alkaleri,2025,Rijau,0.8,0.96875,0.8,0.984615385,0.589881947,0.749254902,0.777296693,2,july,2011,Niger,PBO
2497,10212,Rijau,Alkaleri,2028,Rijau,0.8,0.96875,0.8,0.984615385,0.589881947,0.749254902,0.777296693,3,july,3106,Niger,PBO
2498,1047,Rimi,Rimi,2021,Rimi,0.8,0.8,0.8,0.8,0.681368316,0.750744464,0.860534422,1,march,435,Katsina,PBO
2499,10471,Rimi,Rimi,2024,Rimi,0.8,0.8,0.8,0.8,0.681368316,0.750744464,0.860534422,2,march,1530,Katsina,PBO
2500,10472,Rimi,Rimi,2027,Rimi,0.8,0.8,0.8,0.8,0.681368316,0.750744464,0.860534422,3,march,2625,Katsina,PBO
2501,10473,Rimi,Rimi,2030,Rimi,0.8,0.8,0.8,0.8,0.681368316,0.750744464,0.860534422,4,march,3720,Katsina,PBO
2502,749,Rimin Gado,Gwarzo,2022,Rimin Gado,0.8,0.8,0.8,0.8,0.821146228,0.751912544,0.930674741,1,august,953,Kano,PBO
2503,7491,Rimin Gado,Gwarzo,2025,Rimin Gado,0.8,0.8,0.8,0.8,0.821146228,0.751912544,0.930674741,2,august,2048,Kano,PBO
2504,7492,Rimin Gado,Gwarzo,2028,Rimin Gado,0.8,0.8,0.8,0.8,0.821146228,0.751912544,0.930674741,3,august,3143,Kano,PBO
2505,1049,Ringim,Taura,2021,Ringim,0.828571429,0.95,0.846153846,0.970149254,0.733954558,0.751291935,0.89307077,1,july,551,Jigawa,PBO
2506,10491,Ringim,Taura,2024,Ringim,0.828571429,0.95,0.846153846,0.970149254,0.733954558,0.751291935,0.89307077,2,july,1646,Jigawa,PBO
2507,10492,Ringim,Taura,2027,Ringim,0.828571429,0.95,0.846153846,0.970149254,0.733954558,0.751291935,0.89307077,3,july,2741,Jigawa,PBO
2508,10493,Ringim,Taura,2030,Ringim,0.828571429,0.95,0.846153846,0.970149254,0.733954558,0.751291935,0.89307077,4,july,3836,Jigawa,PBO
2509,1231,Riyom,Soba,2020,Riyom,0.8,0.8,0.8,0.8,0.581840921,0.749076616,0.767900764,1,july,186,Plateau,PBO
2510,12311,Riyom,Soba,2023,Riyom,0.8,0.8,0.8,0.8,0.581840921,0.749076616,0.767900764,2,july,1281,Plateau,PBO
2511,12312,Riyom,Soba,2026,Riyom,0.8,0.8,0.8,0.8,0.581840921,0.749076616,0.767900764,3,july,2376,Plateau,PBO
2512,12313,Riyom,Soba,2029,Riyom,0.8,0.8,0.8,0.8,0.581840921,0.749076616,0.767900764,4,july,3471,Plateau,PBO
2513,753,Rogo,Gwarzo,2022,Rogo,0.87804878,0.8,0.8,0.887096774,0.768098821,0.751569755,0.909857087,1,august,953,Kano,PBO
2514,7531,Rogo,Gwarzo,2025,Rogo,0.87804878,0.8,0.8,0.887096774,0.768098821,0.751569755,0.909857087,2,august,2048,Kano,PBO
2515,7532,Rogo,Gwarzo,2028,Rogo,0.87804878,0.8,0.8,0.887096774,0.768098821,0.751569755,0.909857087,3,august,3143,Kano,PBO
2516,1051,Roni,Babura,2021,Roni,0.8,0.8,0.8,0.8,0.684763375,0.750785097,0.862918381,1,may,496,Jigawa,PBO
2517,10511,Roni,Babura,2024,Roni,0.8,0.8,0.8,0.8,0.684763375,0.750785097,0.862918381,2,may,1591,Jigawa,PBO
2518,10512,Roni,Babura,2027,Roni,0.8,0.8,0.8,0.8,0.684763375,0.750785097,0.862918381,3,may,2686,Jigawa,PBO
2519,10513,Roni,Babura,2030,Roni,0.8,0.8,0.8,0.8,0.684763375,0.750785097,0.862918381,4,may,3781,Jigawa,PBO
2520,675,Sabon-Gari,Soba,2022,Sabon-Gari,0.8,0.8,0.8,0.8,0.655108883,0.641366645,0.53,1,july,916,Kaduna,Urban areas
2521,6751,Sabon-Gari,Soba,2025,Sabon-Gari,0.8,0.8,0.8,0.8,0.655108883,0.641366645,0.53,2,july,2011,Kaduna,Urban areas
2522,6752,Sabon-Gari,Soba,2028,Sabon-Gari,0.8,0.8,0.8,0.8,0.655108883,0.641366645,0.53,3,july,3106,Kaduna,Urban areas
2523,1457,Sabon Birni,Gawabawa,2020,Sabon Birni,0.8,0.8,0.8,0.8,0.753753181,0.751459311,0.90316819,1,august,223,Sokoto,PBO
2524,14571,Sabon Birni,Gawabawa,2023,Sabon Birni,0.8,0.8,0.8,0.8,0.753753181,0.751459311,0.90316819,2,august,1318,Sokoto,PBO
2525,14572,Sabon Birni,Gawabawa,2026,Sabon Birni,0.8,0.8,0.8,0.8,0.753753181,0.751459311,0.90316819,3,august,2413,Sokoto,PBO
2526,14573,Sabon Birni,Gawabawa,2029,Sabon Birni,0.8,0.8,0.8,0.8,0.753753181,0.751459311,0.90316819,4,august,3508,Sokoto,PBO
2527,1053,Sabuwa,Giwa,2021,Sabuwa,0.8,0.8,0.8,0.8,0.595830662,0.749380719,0.784000715,1,august,588,Katsina,PBO
2528,10531,Sabuwa,Giwa,2024,Sabuwa,0.8,0.8,0.8,0.8,0.595830662,0.749380719,0.784000715,2,august,1683,Katsina,PBO
2529,10532,Sabuwa,Giwa,2027,Sabuwa,0.8,0.8,0.8,0.8,0.595830662,0.749380719,0.784000715,3,august,2778,Katsina,PBO
2530,10533,Sabuwa,Giwa,2030,Sabuwa,0.8,0.8,0.8,0.8,0.595830662,0.749380719,0.784000715,4,august,3873,Katsina,PBO
2531,1055,Safana,Babura,2021,Safana,0.952380952,0.852941176,0.882352941,0.942028986,0.597825124,0.749421794,0.786202556,1,may,496,Katsina,PBO
2532,10551,Safana,Babura,2024,Safana,0.952380952,0.852941176,0.882352941,0.942028986,0.597825124,0.749421794,0.786202556,2,may,1591,Katsina,PBO
2533,10552,Safana,Babura,2027,Safana,0.952380952,0.852941176,0.882352941,0.942028986,0.597825124,0.749421794,0.786202556,3,may,2686,Katsina,PBO
2534,10553,Safana,Babura,2030,Safana,0.952380952,0.852941176,0.882352941,0.942028986,0.597825124,0.749421794,0.786202556,4,may,3781,Katsina,PBO
2535,201,Sagbama,Ahoada West,2020,Sagbama,0.8,0.8,0.8,0.8,0.219154854,0.690172734,0.65,1,may,131,Bayelsa,PBO
2536,2011,Sagbama,Ahoada West,2023,Sagbama,0.8,0.8,0.8,0.8,0.219154854,0.690172734,0.65,2,may,1226,Bayelsa,PBO
2537,2012,Sagbama,Ahoada West,2026,Sagbama,0.8,0.8,0.8,0.8,0.219154854,0.690172734,0.65,3,may,2321,Bayelsa,PBO
2538,2013,Sagbama,Ahoada West,2029,Sagbama,0.8,0.8,0.8,0.8,0.219154854,0.690172734,0.65,4,may,3416,Bayelsa,PBO
2539,1057,Sakaba,Alkaleri,2021,Sakaba,0.8,0.8,0.8,0.8,0.671709859,0.750624257,0.853514086,1,july,551,Kebbi,PBO
2540,10571,Sakaba,Alkaleri,2024,Sakaba,0.8,0.8,0.8,0.8,0.671709859,0.750624257,0.853514086,2,july,1646,Kebbi,PBO
2541,10572,Sakaba,Alkaleri,2027,Sakaba,0.8,0.8,0.8,0.8,0.671709859,0.750624257,0.853514086,3,july,2741,Kebbi,PBO
2542,10573,Sakaba,Alkaleri,2030,Sakaba,0.8,0.8,0.8,0.8,0.671709859,0.750624257,0.853514086,4,july,3836,Kebbi,PBO
2543,1195,Saki East,Oke-Ero,2020,Saki East,0.8,0.8,0.8,0.8,0.45017239,0.744035901,0.65,1,july,186,Oyo,PBO
2544,11951,Saki East,Oke-Ero,2023,Saki East,0.8,0.8,0.8,0.8,0.45017239,0.744035901,0.65,2,july,1281,Oyo,PBO
2545,11952,Saki East,Oke-Ero,2026,Saki East,0.8,0.8,0.8,0.8,0.45017239,0.744035901,0.65,3,july,2376,Oyo,PBO
2546,11953,Saki East,Oke-Ero,2029,Saki East,0.8,0.8,0.8,0.8,0.45017239,0.744035901,0.65,4,july,3471,Oyo,PBO
2547,1197,Saki West,Akinyele,2020,Saki West,0.8,0.8,0.8,0.8,0.443453887,0.743612252,0.65,1,may,131,Oyo,PBO
2548,11971,Saki West,Akinyele,2023,Saki West,0.8,0.8,0.8,0.8,0.443453887,0.743612252,0.65,2,may,1226,Oyo,PBO
2549,11972,Saki West,Akinyele,2026,Saki West,0.8,0.8,0.8,0.8,0.443453887,0.743612252,0.65,3,may,2321,Oyo,PBO
2550,11973,Saki West,Akinyele,2029,Saki West,0.8,0.8,0.8,0.8,0.443453887,0.743612252,0.65,4,may,3416,Oyo,PBO
2551,1059,Sandamu,Rimi,2021,Sandamu,0.8,0.8,0.8,0.8,0.756649451,0.751482305,0.904559365,1,march,435,Katsina,PBO
2552,10591,Sandamu,Rimi,2024,Sandamu,0.8,0.8,0.8,0.8,0.756649451,0.751482305,0.904559365,2,march,1530,Katsina,PBO
2553,10592,Sandamu,Rimi,2027,Sandamu,0.8,0.8,0.8,0.8,0.756649451,0.751482305,0.904559365,3,march,2625,Katsina,PBO
2554,10593,Sandamu,Rimi,2030,Sandamu,0.8,0.8,0.8,0.8,0.756649451,0.751482305,0.904559365,4,march,3720,Katsina,PBO
2555,677,Sanga,Soba,2022,Sanga,0.8,0.8,0.8,0.8,0.447246758,0.743854343,0.65,1,july,916,Kaduna,PBO
2556,6771,Sanga,Soba,2025,Sanga,0.8,0.8,0.8,0.8,0.447246758,0.743854343,0.65,2,july,2011,Kaduna,PBO
2557,6772,Sanga,Soba,2028,Sanga,0.8,0.8,0.8,0.8,0.447246758,0.743854343,0.65,3,july,3106,Kaduna,PBO
2558,349,Sapele,Isoko South,2022,Sapele,0.8,0.8,0.8,0.8,0.293983111,0.722602083,0.65,1,june,892,Delta,PBO
2559,3491,Sapele,Isoko South,2025,Sapele,0.8,0.8,0.8,0.8,0.293983111,0.722602083,0.65,2,june,1987,Delta,PBO
2560,3492,Sapele,Isoko South,2028,Sapele,0.8,0.8,0.8,0.8,0.293983111,0.722602083,0.65,3,june,3082,Delta,PBO
2561,1521,Sardauna,Oru West,2022,Sardauna,0.8,0.8,0.8,0.8,0.281154575,0.718828925,0.65,1,june,892,Taraba,PBO
2562,15211,Sardauna,Oru West,2025,Sardauna,0.8,0.8,0.8,0.8,0.281154575,0.718828925,0.65,2,june,1987,Taraba,PBO
2563,15212,Sardauna,Oru West,2028,Sardauna,0.8,0.8,0.8,0.8,0.281154575,0.718828925,0.65,3,june,3082,Taraba,PBO
2564,1381,Shagamu,Uzo-Uwani,2021,Shagamu,0.8,0.8,0.8,0.8,0.440001033,0.491958645,0.53,1,june,527,Ogun,Urban areas
2565,13811,Shagamu,Uzo-Uwani,2024,Shagamu,0.8,0.8,0.8,0.8,0.440001033,0.491958645,0.53,2,june,1622,Ogun,Urban areas
2566,13812,Shagamu,Uzo-Uwani,2027,Shagamu,0.8,0.8,0.8,0.8,0.440001033,0.491958645,0.53,3,june,2717,Ogun,Urban areas
2567,13813,Shagamu,Uzo-Uwani,2030,Shagamu,0.8,0.8,0.8,0.8,0.440001033,0.491958645,0.53,4,june,3812,Ogun,Urban areas
2568,1299,Shagari,Birnin Kebbi,2020,Shagari,0.8,0.8,0.8,0.8,0.765427371,0.75154983,0.908649187,1,august,223,Sokoto,PBO
2569,12991,Shagari,Birnin Kebbi,2023,Shagari,0.8,0.8,0.8,0.8,0.765427371,0.75154983,0.908649187,2,august,1318,Sokoto,PBO
2570,12992,Shagari,Birnin Kebbi,2026,Shagari,0.8,0.8,0.8,0.8,0.765427371,0.75154983,0.908649187,3,august,2413,Sokoto,PBO
2571,12993,Shagari,Birnin Kebbi,2029,Shagari,0.8,0.8,0.8,0.8,0.765427371,0.75154983,0.908649187,4,august,3508,Sokoto,PBO
2572,1399,Shanga,Birnin Kebbi,2021,Shanga,0.973684211,0.814814815,0.8,0.8,0.602629245,0.749518527,0.791413555,1,august,588,Kebbi,PBO
2573,13991,Shanga,Birnin Kebbi,2024,Shanga,0.973684211,0.814814815,0.8,0.8,0.602629245,0.749518527,0.791413555,2,august,1683,Kebbi,PBO
2574,13992,Shanga,Birnin Kebbi,2027,Shanga,0.973684211,0.814814815,0.8,0.8,0.602629245,0.749518527,0.791413555,3,august,2778,Kebbi,PBO
2575,13993,Shanga,Birnin Kebbi,2030,Shanga,0.973684211,0.814814815,0.8,0.8,0.602629245,0.749518527,0.791413555,4,august,3873,Kebbi,PBO
2576,289,Shani,Alkaleri,2020,Shani,0.8,0.8,0.8,0.8,0.675999756,0.750678509,0.856676439,1,july,186,Borno,PBO
2577,2891,Shani,Alkaleri,2023,Shani,0.8,0.8,0.8,0.8,0.675999756,0.750678509,0.856676439,2,july,1281,Borno,PBO
2578,2892,Shani,Alkaleri,2026,Shani,0.8,0.8,0.8,0.8,0.675999756,0.750678509,0.856676439,3,july,2376,Borno,PBO
2579,2893,Shani,Alkaleri,2029,Shani,0.8,0.8,0.8,0.8,0.675999756,0.750678509,0.856676439,4,july,3471,Borno,PBO
2580,755,Shanono,Gwarzo,2022,Shanono,0.8,0.8,0.8,0.8,0.799731381,0.75178541,0.922952286,1,august,953,Kano,PBO
2581,7551,Shanono,Gwarzo,2025,Shanono,0.8,0.8,0.8,0.8,0.799731381,0.75178541,0.922952286,2,august,2048,Kano,PBO
2582,7552,Shanono,Gwarzo,2028,Shanono,0.8,0.8,0.8,0.8,0.799731381,0.75178541,0.922952286,3,august,3143,Kano,PBO
2583,51,Shelleng,Darazo,2020,Shelleng,0.8,0.8,0.8,0.8,0.58914423,0.749238946,0.776450833,1,july,186,Adamawa,PBO
